img,rank,rating,numReviews,cost,name,type,address,business_id,categories
['www.La Cucina Bistro & Wine Bar.com', '51', '4.5', '99', '13.3', 'La Cucina Bistro & Wine Bar', '14692 N Frank Lloyd Wright Blvd', ' Ste 147', 'tR4VVIdzcJCQus4GUFq3IA', 'Italian; Nightlife; Bars; Restaurants; Wine Bars']
['www.The Original OMG Steak & Hoagies.com', '26', '3.5', '3', '21.1', 'The Original OMG Steak & Hoagies', '9750 Weston Road', ' Unit 2', 'bUQv1lL3ZvAcXOsXk7GehQ', 'Cheesesteaks; Restaurants; Burgers; Sandwiches']
['www.Pat Thai.com', '98', '3.5', '19', '21.1', 'Pat Thai', '10890 S Eastern Ave', ' Ste 109', 'dC6erJ1htWZO9N-Z3BakZQ', 'Thai; Restaurants']
['www.Subway.com', '18', '3.0', '3', '24.9', 'Subway', '5061 E Sahara Ave', ' Ste 115', '32FTAxYkehRO2lozvGszkQ', 'Restaurants; Fast Food; Sandwiches']
['www.Subway.com', '81', '1.0', '4', '10.7', 'Subway', '452 Rathburn Rd', ' Unit 4', 'kY8N8xtEmbsQfSLIuUJJCA', 'Sandwiches; Fast Food; Restaurants']
["www.Pepe's Tacos.com", '22', '2.5', '218', '12.5', "Pepe's Tacos", '4190 S Rainbow Blvd', ' Ste 1', 'XDYCIRENiT2doRZgwNJ3SA', 'Food; Restaurants; Mexican']
['www.Shawarma Xpress.com', '93', '4.0', '5', '18.2', 'Shawarma Xpress', '215 Delta Park Boulevard', ' Unit 11', 'Q33oHIUDi1nHsuSHUzLn3A', 'Falafel; Mediterranean; Halal; Restaurants; Middle Eastern']
['www.AZ Kabob House.com', '28', '4.5', '311', '26.2', 'AZ Kabob House', '7000 E Mayo Blvd', ' Ste 1060', 'Er2XAYN8l1BadlYFwiPb9g', 'Middle Eastern; Restaurants; Mediterranean; Persian/Iranian']
['www.Bond Lounge & Grill.com', '56', '3.5', '5', '18.6', 'Bond Lounge & Grill', '101', ' Avenue Fairmount Ouest', 'YOIOpBGhI20KF4qcDg2PjA', 'Tapas Bars; Restaurants']
['www.Olives Mediterranean Grill.com', '16', '4.0', '130', '19.6', 'Olives Mediterranean Grill', '4575 E Cactus Rd', ' Ste 140', 'ksZfCKQHYdCu0e8KbMuBDg', 'Restaurants; Vegetarian; Mediterranean; Middle Eastern']
['www.Sunset Grill.com', '28', '4.5', '4', '13.6', 'Sunset Grill', '507 Lakeshore Rd E', ' Unit 111', '4BXhUQ1kwarcoIh-Rzeoag', 'Diners; Canadian (New); Breakfast & Brunch; Restaurants']
['www.Watts Restaurant.com', '57', '2.5', '10', '15.2', 'Watts Restaurant', '1 Eglinton Square', ' Unit 45', 'xZI4oZTFO3S4DSUjjlxgFg', 'British; Seafood; Restaurants; Italian; Canadian (New)']
['www.Thai House - University.com', '61', '4.0', '314', '29.8', 'Thai House - University', '230 E Wt Harris Blvd', ' Ste B9', 'ZCXjNG1EBFiKKMtR9DOTGg', 'Seafood; Bars; Nightlife; Restaurants; Thai']
['www.Fuel Pizza.com', '9', '2.5', '74', '26.4', 'Fuel Pizza', '214 N Tryon St', ' Ste 130', 'xFSCaBlcnDXSGFPUtYtuXA', 'Restaurants; Chicken Wings; Sandwiches; Pizza']
['www.Pho Bar Central.com', '45', '4.0', '13', '13.5', 'Pho Bar Central', '2836 E Indian School Rd', ' Ste A1', 'OLtKiypfkWv8cH2YfArtZQ', 'Noodles; Vietnamese; Soup; Restaurants']
['www.Kofusion.com', '65', '3.5', '46', '28.2', 'Kofusion', '701 S Gregory St', ' Ste F', 'pCer-vIZM05p423MFmiSng', 'Restaurants; Asian Fusion; Sushi Bars']
['www.Ciao Roma.com', '16', '4.5', '49', '29.8', 'Ciao Roma', '28 Roytech Road', ' Unit 12a', 'USl08j1cxicgejktn17IVA', 'Restaurants; Italian; Pizza']
['www.Foodie Boy.com', '9', '3.5', '15', '11.9', 'Foodie Boy', '4300 Steeles Avenue E', ' Suite F28F', 'KbjdEA6SRrjrwiFBtsD93g', 'Sandwiches; Chiropractors; Tea Rooms; Food; Chinese; Fast Food; Health & Medical; Comfort Food; Coffee & Tea; Imported Food; Breakfast & Brunch; Restaurants']
['www.Yagyu Ramen.com', '12', '4.0', '150', '10.9', 'Yagyu Ramen', '4355 W Spring Mountain Rd', ' Ste 107', '5yZ1XmDcOEsElDeb9PlPDQ', 'Restaurants; Japanese; Ramen']
['www.Crux Comptoir.com', '15', '5.0', '5', '28.3', 'Crux Comptoir', '9180 Boulevard Leduc', ' Suite 115', 'ijf9tBHePS0hpZ9GdZwz8g', 'Juice Bars & Smoothies; Restaurants; Organic Stores; Vegetarian; Salad; Food; Coffee & Tea']
['www.On the Bun Burgers.com', '50', '4.0', '111', '19.5', 'On the Bun Burgers', '5030 Maingate Drive', ' Suite 11', 'NgQmlTGtYUQHJbzUBBHvfA', 'Burgers; Restaurants; Halal']
["www.Fred's at Barneys New York.com", '28', '4.0', '25', '14.9', "Fred's at Barneys New York", 'Scottsdale Fashion Square', ' 4500 Scottsdale Rd', 'TP6hgLCNGkqjFne9nCfaiA', 'Restaurants; American (New); Italian']
['www.East Moon.com', '84', '2.5', '6', '10.6', 'East Moon', '2150 Steeles Avenue W', ' Unit 9&10', 'cSSNM-c407ucUzKKHuEDGg', 'Chinese; Restaurants; Canadian (New)']
['www.Gou Bu Li.com', '78', '3.0', '63', '23.1', 'Gou Bu Li', '280 W Beaver Creek Rd', ' Unit 35', 'uiShreF9oKvzuqxWWxECAw', 'Restaurants; Chinese']
['www.Pizza Zozan.com', '67', '4.5', '5', '27.7', 'Pizza Zozan', '9587 Weston Road', ' Unit 6', 'UnQtgQKpfBs2avbl8xWwgg', 'Pizza; Restaurants; Turkish']
['www.Thai Express.com', '56', '3.5', '5', '29.1', 'Thai Express', '150  6th Ave SW', ' Suncor Energy Centre', '1hAebzcRgN5khGO3_uXz5Q', 'Restaurants; Fast Food; Thai']
["www.Hungry Howie's Pizza.com", '30', '2.5', '15', '24.7', "Hungry Howie's Pizza", '10039 University City Blvd', ' Ste C', '8fB3OodPzYuagvnEWzULeA', 'Restaurants; Pizza']
['www.Ginger Beef Peking House.com', '39', '3.5', '24', '10.7', 'Ginger Beef Peking House', '10816 MacLeod Trl SE', ' Suite 252', 'gRbbXVCy6P4C7qqJNJH9eA', 'Chinese; Restaurants; Shopping; Shopping Centers']
['www.Mr. Brews Taphouse All American Burgers.com', '47', '4.0', '99', '13.4', 'Mr. Brews Taphouse All American Burgers', '610 Junction Rd', ' Ste 107', 'fqeHgAtcUxp2ocf_RLErkg', 'Burgers; Pubs; Bars; Restaurants; American (New); Nightlife']
['www.Mayettes.com', '14', '4.5', '5', '22.7', 'Mayettes', '3331 Danforth Avenue', ' Unit A', 'rmHBam1Z0aBARUd45IG_qw', 'Ethnic Food; Personal Chefs; Restaurants; Seafood; Event Planning & Services; Fast Food; Specialty Food; Barbeque; Party & Event Planning; Filipino; Local Flavor; Food; Caterers']
['www.NY Bagel Deli.com', '17', '4.0', '54', '20.5', 'NY Bagel Deli', '3725 Medina Rd', ' Ste 115', 'xkfXBsu4TmwKpWoNBLruiA', 'Food; Sandwiches; Salad; Restaurants; Bagels']
["www.Jen's Noodle House.com", '81', '3.0', '5', '26.5', "Jen's Noodle House", '750 Main Street SW', ' Unit 1500', 'Gq5Hb2yr2O3_jLWY4XXcZg', 'Ethnic Food; Food; Chinese; Vietnamese; Specialty Food; Restaurants']
["www.Dickey's Barbecue Pit.com", '41', '3.5', '25', '22.5', "Dickey's Barbecue Pit", '10005 W McDowell Rd', ' Ste 101', 'Fe4o11JYvB0NCTFC1GLITQ', 'Restaurants; Barbeque; American (Traditional); American (New); Southern']
['www.Twisted Rose Winery and Eatery.com', '81', '4.0', '117', '29.1', 'Twisted Rose Winery and Eatery', '15040 N Northsight Blvd', ' Ste 104', '3HmrkEZQWaemS2aPoe-xJA', 'Sandwiches; Wineries; Food; Beer; Wine & Spirits; Arts & Entertainment; American (New); Restaurants']
['www.West Addison.com', '20', '3.0', '35', '19.6', 'West Addison', '20751 N Pima Rd', ' Ste 105', 'ALgH4S65heUffUjcBiNJ0Q', 'Sports Bars; Nightlife; Restaurants; Bars; American (Traditional)']
['www.Beso Steakhouse.com', '50', '3.0', '165', '22.8', 'Beso Steakhouse', '3720 S Las Vegas Blvd', ' Ste 260', 'hXY9Yq0nOLgHsWLbjam--A', 'Steakhouses; Restaurants; Diners']
['www.Hibiscus.com', '70', '4.0', '183', '24.3', 'Hibiscus', '1600 E Woodlawn Rd', ' Ste 150', 'WnLhd38sH80ViWwzyF7yoA', 'Restaurants; Korean; Thai']
['www.Mrs. Greek Souvlaki Express.com', '85', '3.5', '4', '14.8', 'Mrs. Greek Souvlaki Express', '3850 Steeles Avenue W', ' Unit 9', 'v-ZHCZ28FkgZ5SLc3oHQvg', 'Greek; Restaurants']
['www.Gimme Some Sugar.com', '40', '3.5', '226', '27.3', 'Gimme Some Sugar', '19 S Stephanie St', ' Ste 160', '7kzQjGmeI0Z1q06q_aE1PQ', 'Coffee & Tea; Restaurants; Bakeries; Beer; Wine & Spirits; Desserts; Food; Cafes']
['www.Opa Life Greek Cafe.com', '38', '1.5', '12', '23.9', 'Opa Life Greek Cafe', '7700 W Arrowhead Towne Ctr', ' Ste 2073', 'vwmVWRlYnxdPrsl4MEg3eQ', 'Greek; Coffee & Tea; Food; Restaurants']
['www.Kyoto Bowl.com', '7', '1.5', '6', '28.5', 'Kyoto Bowl', '7942 W Bell Rd', ' Ste C7', 'lTfY81d2hGC6Qd6zxS1Y4w', 'Restaurants; Japanese']
['www.Fish N Bowl.com', '88', '4.5', '175', '26.3', 'Fish N Bowl', '7225 S Durango Dr', ' Ste 105', 'arv3T_av9OoVo3SvxV4TXw', 'Restaurants; Asian Fusion; Seafood; Sushi Bars']
["www.Sammy's Grille.com", '74', '4.0', '32', '26.6', "Sammy's Grille", '629 Euclid Ave', ' Ste 102', 'Vj-QgRXDpCm7vLBBSckx8g', 'Diners; American (Traditional); Salad; Breakfast & Brunch; Burgers; Restaurants']
["www.Rott n' Grapes Uptown.com", '1', '4.5', '154', '21.5', "Rott n' Grapes Uptown", '4750 N Central Ave', ' Ste 140', 'hhhHgSaSl6GLtuDoDrMUZQ', 'Lounges; Gastropubs; Sports Bars; Breakfast & Brunch; Bars; Wine Bars; Nightlife; Restaurants; Pubs; Italian; Beer; Wine & Spirits; Food; Tapas/Small Plates; Beer Bar']
["www.Capriotti's Sandwich Shop.com", '75', '3.0', '27', '16.9', "Capriotti's Sandwich Shop", '3355 Novat St', ' Ste 150', 'HNAH23RNUTTivzhebQTozw', 'Food; Sandwiches; Restaurants; Salad']
['www.DQ / Orange Julius.com', '69', '1.0', '4', '26.2', 'DQ / Orange Julius', '531 Atkinson Avenue', ' Unit 12', 'no6umFSzUjMD94XZaY-Imw', 'Fast Food; Restaurants; Burgers; Juice Bars & Smoothies; Ice Cream & Frozen Yogurt; Food']
['www.The Crepe Club.com', '58', '4.0', '162', '21.1', 'The Crepe Club', '2502 E Camelback Rd', ' Ste 130', 'uTCOEqjuVAXUOzti5TWj2Q', 'Food; Sandwiches; Party & Event Planning; Caterers; Restaurants; French; Desserts; Creperies; Juice Bars & Smoothies; Event Planning & Services; Breakfast & Brunch']
["www.Li's noodles.com", '15', '3.5', '19', '26.0', "Li's noodles", '10915 Monroe Rd', ' Ste F', 'qPr3Jwxyx-FivlYKN19zog', 'Pan Asian; Noodles; Restaurants']
['www.Jasmine Thai Gourmet.com', '59', '3.5', '8', '20.4', 'Jasmine Thai Gourmet', '7668 W Lake Mead Blvd', ' Ste 107', 'CNwY37pdEDwLl1ehwog6xg', 'Thai; Restaurants']
['www.Yumys.com', '88', '3.0', '4', '10.7', 'Yumys', '3417 Derry Road', ' Unit 103', 'dvZY5TvmNFCBerYyNkciNg', 'Fast Food; Chicken Wings; Restaurants; Seafood']
["www.Francisco's Mexican Food.com", '35', '4.0', '34', '15.8', "Francisco's Mexican Food", '3233 E Chandler Blvd', ' Ste 6-A', '036SeqOKaKx89Liw5RDKqA', 'Restaurants; Mexican']
['www.Punjabi Haveli.com', '77', '3.5', '7', '24.8', 'Punjabi Haveli', '130 Westmore Drive', ' Unit 1', 'Q2fVe3tZce50nrbEqHavtQ', 'Restaurants; Indian']
['www.Subway.com', '59', '3.5', '12', '15.0', 'Subway', '7377 S Jones Blvd', ' Ste 105', 'gPZj-XXVwFHgd8zjJPzVCw', 'Sandwiches; Fast Food; Restaurants']
['www.Tracy Dessert.com', '77', '3.5', '122', '15.4', 'Tracy Dessert', '3235 Highway 7 E', ' Unit 29', '3fw2X5bZYeW9xCz_zGhOHg', 'Food; Chinese; Restaurants; Desserts']
['www.North Hills Grill.com', '91', '4.5', '39', '10.7', 'North Hills Grill', '96 Rochester Rd', ' 1st floor', '0IfrcGbFzQvn9w8bl9GKDg', 'Restaurants; Food; Sandwiches; Juice Bars & Smoothies; Salad; Burgers']
["www.Michel's Baguette.com", '4', '4.0', '6', '12.8', "Michel's Baguette", '300 Borough Drive', ' Unit 724K', 'k0SU-TXQO8x_aTHxzl55ig', 'Cafes; Restaurants']
['www.Odin.com', '96', '3.5', '63', '21.1', 'Odin', '514 King Street E', ' Unit 7', 'hQtGXpMq4gyRWH4s2iNpUQ', 'Cafes; Restaurants; Bars; Nightlife']
['www.Wo Fat.com', '78', '3.5', '165', '19.3', 'Wo Fat', '3700 E Desert Inn Rd', ' Ste 1', 'S5FTckOpSK0_Ma4c18ZEgg', 'Chinese; Restaurants']
['www.Pho Ha.com', '83', '3.0', '7', '25.0', 'Pho Ha', '3545 32 Avenue NE', ' Unit 205', 'HgSR-TPWNJSgjZmj1TcSUw', 'Vietnamese; Restaurants']
["www.Sammy's Woodfired Pizza and Grill.com", '79', '3.5', '169', '17.0', "Sammy's Woodfired Pizza and Grill", '9516 W Flamingo Rd', ' Ste 100', '0gTTGuA6uEmMhLhfJi0hqA', 'Pizza; Salad; Gluten-Free; American (New); Restaurants']
['www.YasikNara.com', '35', '3.5', '20', '16.6', 'YasikNara', '4631 Spring Mountain Rd', ' Ste102', 'TrVKJkWWQeMTK_ly0PMGtg', 'Soup; Nightlife; Bars; Korean; Restaurants']
['www.Asian Legend.com', '45', '2.5', '40', '18.1', 'Asian Legend', '3636 Steeles Ave E', ' Unit 152', 'XGX5LW0s-OpjmOpVXXYshg', 'Chinese; Dim Sum; Restaurants']
['www.Tammie Coe Cakes.com', '9', '4.0', '159', '11.6', 'Tammie Coe Cakes', '610 E Roosevelt St', ' Ste 145', 'F2F6rJ_SPo-lUhJ_AmufLA', 'Restaurants; Bakeries; Desserts; Coffee & Tea; Food; Sandwiches']
['www.Living Kitchen.com', '23', '4.5', '417', '12.3', 'Living Kitchen', '2000 S Blvd', ' Ste 300', 'R1jJQi2yR44D_2ileqr8kA', 'Restaurants; Vegan; Live/Raw Food; Vegetarian']
['www.Mango Thai.com', '88', '3.0', '28', '11.1', 'Mango Thai', '1440 S Country Club Dr', ' Ste 10', 'CtIQFYX_XRf3N41LLSpUjg', 'Thai; Restaurants; Vegetarian']
['www.Nanashake.com', '65', '3.5', '51', '27.2', 'Nanashake', '4750 Yonge Street', ' Unit 134', 'Bh5VbI_9msk3GaD0kiKkmg', 'Food; Restaurants; Vegetarian; Ice Cream & Frozen Yogurt; Vegan']
['www.Bunna Coffee.com', '14', '4.0', '42', '17.2', 'Bunna Coffee', '7520 S Rural Rd', ' Ste A12', 'pr2nYg8i4mjW6J2fM-Y5dA', 'Arts & Entertainment; Nightlife; Restaurants; Music Venues; Coffee & Tea; Food; Breakfast & Brunch; Bagels']
['www.Juice House Boba.com', '13', '3.5', '10', '13.2', 'Juice House Boba', '10410 N 35th Ave', ' Ste 112', 'huOYYw8ZgohIxZ6Y3aNOcQ', 'Specialty Food; Food; Coffee & Tea; Ethnic Food; Juice Bars & Smoothies; Restaurants; Vietnamese']
['www.Browns Socialhouse Chestermere.com', '56', '4.0', '10', '27.7', 'Browns Socialhouse Chestermere', '175 chestermere blvd', ' Unit 501', 'sZV4p0iO67W4QodvPoukag', 'Restaurants; Bars; American (Traditional); Nightlife; Canadian (New); Pubs; Burgers']
['www.Bakie Bites Bakery.com', '75', '4.5', '8', '12.2', 'Bakie Bites Bakery', '3029 N Alma School Rd', ' Ste 127', 'gxRHcGs9usejqTGrM5_AiQ', 'American (Traditional); Restaurants; Desserts; Food; Bakeries']
['www.Centro Panini.com', '3', '3.5', '12', '10.5', 'Centro Panini', '3883 Rutherford Road', ' Unit 17', 'FOHdXpulTk5Exb7J9bbP_A', 'Specialty Food; Restaurants; Food; Italian; Sandwiches']
['www.Dear & Fro.com', '67', '3.5', '120', '13.7', 'Dear & Fro', '3300 Midland Avenue', ' Unit 39', 'ZCYCNWA98718SZ0A4bHD7A', 'Ice Cream & Frozen Yogurt; Food; Restaurants; Cafes; Desserts; Korean']
['www.Sabor Latin Street Grill - Davidson.com', '70', '4.5', '11', '12.9', 'Sabor Latin Street Grill - Davidson', '624 Jetton St', ' Ste 160', 'tyjquHslrAuF5EUejbPfrw', 'Mexican; Restaurants; Venezuelan; Latin American']
['www.Tacos La Carreta.com', '65', '4.5', '58', '17.6', 'Tacos La Carreta', '9010 W Flamingo Rd', ' Ste A', '_Fo8uNT17BEBUkKvUXCZkQ', 'American (New); Mexican; Restaurants; Food']
['www.Los Favoritos.com', '75', '4.0', '39', '10.3', 'Los Favoritos', '5351 S Power Rd', ' Ste 105', 'mGriYfWJcLJGjkuqr0a5OA', 'Restaurants; Mexican']
['www.Pan Asian.com', '6', '4.5', '669', '22.8', 'Pan Asian', '2980 S Durango Dr', ' Ste 101', 'Vs7gc9EE3k9wARuUcN9piA', 'Thai; Japanese; Chinese; Restaurants']
['www.Jadon Foods.com', '36', '5.0', '3', '16.3', 'Jadon Foods', '4343 N Rancho Dr', ' Ste 120', 'ElM8yyW45TAy4vjApwy7ZQ', 'Gluten-Free; Food; Bakeries; Restaurants']
['www.Hot Pot Garden.com', '98', '3.0', '4', '13.1', 'Hot Pot Garden', '668 Silver Star Boulevard', ' Unit 203', 'VopuT3hjU8_OobE-ROt9HQ', 'Hot Pot; Chinese; Restaurants']
['www.Taco Bell.com', '78', '2.0', '4', '16.7', 'Taco Bell', '4300 Meadows Ln', ' Meadows Mall  10', 'lSO9qpXaZZWufIZzH5L1IQ', 'Fast Food; Restaurants; Tex-Mex; Mexican']
['www.Aji Ichiban.com', '85', '3.5', '4', '19.2', 'Aji Ichiban', '3545 32nd Avenue NE', ' Suite 610', 'x5kF0ZGmJkRbsaimavNJrw', 'Restaurants; Sushi Bars']
['www.St. Louis Bar & Grill.com', '33', '3.0', '10', '28.7', 'St. Louis Bar & Grill', '17074 Leslie St', ' Unit 1', 'gJL05MyX4xbymcQfGB2a2w', 'Sports Bars; Nightlife; Restaurants; Chicken Wings; Bars; American (Traditional)']
['www.Kanda Sushi Japanese Buffet.com', '51', '3.0', '63', '13.7', 'Kanda Sushi Japanese Buffet', '2325 Hurontario Street', ' Unit 8-10', 'XuZqb9sVliEQuz-RuESOlQ', 'Food; Specialty Food; Restaurants; Japanese; Sushi Bars; Ethnic Food']
['www.The Manor.com', '41', '3.5', '14', '27.8', 'The Manor', '16750 Weston Road', ' Unit A', 'CXIYPBfADfeOAfYJSPAs1A', 'Restaurants; Breakfast & Brunch; Event Planning & Services; Venues & Event Spaces']
['www.Potman Hotpot.com', '87', '4.0', '44', '11.5', 'Potman Hotpot', '633 Silver Star Boulverd', ' Unit 110-111', 'G2yY7OdcwX71jCkKP1-Efg', 'Hot Pot; Restaurants']
['www.Crossroads Grille.com', '32', '4.0', '29', '28.7', 'Crossroads Grille', '5250 Old Charlotte Hwy', ' Ste F', 'kd0j5z6oz2jnhfi__9IwOA', 'Restaurants; American (Traditional); Chicken Wings; Sandwiches']
['www.Tuk Tuk Thai.com', '91', '3.5', '15', '10.9', 'Tuk Tuk Thai', '12024 Symons Valley Road NW', ' Unit 128', '1e0UInGHDhKYS8LAzXjPmg', 'Thai; Restaurants']
['www.Restaurant Kebab Express.com', '38', '2.5', '10', '16.1', 'Restaurant Kebab Express', '5567 Cotes-des-Neiges', ' Suite A', '7wD1o1dIxUPmquqpNHFFWw', 'Turkish; Restaurants']
['www.Yatai Japanese Grill & Pub.com', '69', '4.0', '40', '17.4', 'Yatai Japanese Grill & Pub', '4865 S Pecos Rd', ' Ste 5', '5SZe-u0hyquuipQL5lbg_g', 'Pubs; Izakaya; Nightlife; Tapas/Small Plates; Asian Fusion; Restaurants; Japanese; Ramen; Bars']
['www.Bay City Diner.com', '15', '3.5', '15', '10.9', 'Bay City Diner', 'Golden Gate Hotel and Casino', ' One Fremont St', 'O6eGmbnnbh0Jq80AAIfzjA', 'Restaurants; American (Traditional)']
['www.Huh Ga Ne.com', '33', '3.5', '98', '23.0', 'Huh Ga Ne', '19 Finch Avenue W', ' Unit A', 'l07ctcrDMV--TYwe3uzebQ', 'Restaurants; Korean']
['www.La Limonada.com', '43', '5.0', '10', '21.8', 'La Limonada', 'Toronto Spiritualist Temple', ' 706 College Street', 'G6aNyWVp2UjgKRidP_U2jw', 'Food Stands; Restaurants; Food; Juice Bars & Smoothies']
["www.Boomer's Sweet Home Chicago.com", '92', '3.5', '12', '21.4', "Boomer's Sweet Home Chicago", '5932 W Bell Rd', ' Ste D-109', 'xFc50drSPxXkcLvX5ygqrg', 'Restaurants; American (New); Burgers; Fast Food; Hot Dogs']
['www.Jasmine Buffet.com', '13', '3.0', '108', '16.5', 'Jasmine Buffet', '2305 Westinghouse Blvd', ' Ste A', '9BBWtaSvsootDkKTVBgv_A', 'Chinese; Restaurants; Buffets; Asian Fusion; Japanese']
['www.Five Guys.com', '86', '3.5', '76', '19.1', 'Five Guys', '10965 Lavender Hill Dr', ' Ste 150', '8vkFJ_kA8XxDyjHfmsdEOg', 'Burgers; Restaurants; Fast Food; Hot Dogs']
['www.Pan Y Pasteleria San Sebastian.com', '8', '4.5', '9', '12.0', 'Pan Y Pasteleria San Sebastian', '8941 N 12th St', ' Ste 3', '9EkpAzQGQuIguaV12Zxn-A', 'Bakeries; Food; Mexican; Restaurants']
["www.Let's Eat Noodles.com", '36', '3.5', '48', '25.3', "Let's Eat Noodles", '961 W Ray Rd', ' Ste 11', '0pm-hpu8Rkfa16tLjWb-GQ', 'Japanese; Chinese; Restaurants; Ramen; Noodles']
['www.The Covenant.com', '6', '4.0', '309', '27.6', 'The Covenant', '4740 E Shea Blvd', ' Ste 104', 'xS5HGqgk0KY2jFWU-l_nrA', 'American (New); Food; Nightlife; Wine Bars; Bars; Coffee & Tea; Restaurants; Breakfast & Brunch']
['www.Makers & Finders Coffee.com', '17', '3.5', '243', '25.9', 'Makers & Finders Coffee', '2120 Festival Plaza Dr', ' Unit 140', 'Ia1JlEo7UUyZtmqRe1K1Pw', 'Food; Coffee & Tea; Breakfast & Brunch; Latin American; Restaurants']
['www.Top Gun Burgers.com', '37', '3.5', '20', '12.4', 'Top Gun Burgers', '2761 Markham Road', ' Unit D31-32', 'mBilLDTKPkEIYrCX6ztrGQ', 'Restaurants; Burgers; Cheesesteaks']
['www.Starbucks.com', '16', '4.5', '3', '28.9', 'Starbucks', '500 montee Masson', ' Suite 101', 'ndgBl0tL_pDKWw0Ko2EGVQ', 'Coffee & Tea; Cafes; Restaurants; Food']
['www.Nowshak Restaurant.com', '80', '3.5', '20', '22.1', 'Nowshak Restaurant', '3175 Rutherford Road', ' Unit 74', '9fMlGyhfhrob_O1DER3YWw', 'Restaurants; Afghan']
["www.Ted's Sushi Burrito.com", '64', '4.5', '98', '11.8', "Ted's Sushi Burrito", '7835 S Rainbow Blvd', ' Ste 7', 'jJ2ca6wqp_YwTsdAWzplkQ', 'Poke; Sushi Bars; Restaurants; Japanese; Food; Asian Fusion']
['www.Aranya Thai Bistro.com', '62', '3.0', '74', '10.6', 'Aranya Thai Bistro', '4195 S Grand Canyon Pkwy', ' Ste 104', 'vpoXE7CsEMZNzBMDvkuqHg', 'Restaurants; Thai']
['www.Szechuan Express.com', '91', '4.0', '14', '26.7', 'Szechuan Express', '100 City Centre Drive', ' Square One Food Court', 'TTLDDEeUyOkM4JEsGkIYmw', 'Local Flavor; Restaurants; Chinese; Fast Food']
['www.Cun Wei Chinese Restaurant.com', '4', '2.5', '4', '22.6', 'Cun Wei Chinese Restaurant', '50 Bur Oak Avenue', ' C9', 'ZUd2Bx-fidHVCf_WzJHY1Q', 'Noodles; Taiwanese; Chinese; Restaurants']
['www.Angelinas Pizza.com', '58', '2.5', '3', '22.0', 'Angelinas Pizza', "O' Aces Bar", ' 3003 N Rainbow', 'THOZYeKWKyW_-6U30E1b5w', 'Food Delivery Services; Restaurants; Pizza; Food']
['www.Pizza Hut.com', '56', '2.0', '10', '22.3', 'Pizza Hut', '6031 Gateway Center Dr', ' Ste 1', 'XQqugSurkmFjmByzd0ZsLg', 'Restaurants; Italian; Pizza; Chicken Wings']
['www.Rainbow Donuts Cafe and Deli.com', '37', '4.5', '140', '13.5', 'Rainbow Donuts Cafe and Deli', '3831 E Thunderbird Rd', ' Ste 1', 'GLVahCssTKPBY_06LzUGQA', 'Bagels; Restaurants; Donuts; Sandwiches; Cafes; Food; Breakfast & Brunch; Delis']
["www.That's Italian Ristorante.com", '79', '4.5', '70', '19.3', "That's Italian Ristorante", '2 Tall Grass Trail', ' Unit 4', 'QrO_VmwDfdO5NzfmBeNhQw', 'Pizza; Bars; Nightlife; Food; Lounges; Italian; Gluten-Free; Restaurants; Desserts']
['www.Wildflower.com', '80', '4.5', '282', '20.9', 'Wildflower', '7001 N Scottsdale Rd', ' Ste 171', 'Q0EZmATxDphzRMszNV2LVg', 'Food; American (New); Restaurants; Breakfast & Brunch; Bakeries']
['www.BB Cafe.com', '9', '3.5', '13', '23.2', 'BB Cafe', '1076 W Chandler Blvd', ' Ste111', 'EYBA2MQUm1xkWRfo1rXaQw', 'Restaurants; Breakfast & Brunch; Caterers; Sandwiches; Event Planning & Services; Cafes']
['www.WingTime.com', '75', '4.0', '201', '11.1', 'WingTime', '6572 N Decatur Blvd', ' Ste 140', 'JlEy8FH6123SJBoNwG235g', 'Chicken Wings; Restaurants; Chicken Shop']
["www.Herb 'n Flavors.com", '6', '4.0', '166', '25.4', "Herb 'n Flavors", '1845 E Broadway Rd', ' Ste 127', 'PWW_jT4tHP_r1S18ePJyTQ', 'Restaurants; American (New); Mediterranean; Greek; Gluten-Free; Italian']
['www.The Green Regime.com', '25', '4.5', '64', '13.1', 'The Green Regime', '5835 S Eastern Ave', ' Ste 101', '9YiQ3o0EGmtojzjXdEfgeQ', 'Restaurants; Food Stands; Sandwiches; Salad; Food; Juice Bars & Smoothies']
['www.Tea A Break Tea House.com', '98', '2.5', '5', '18.5', 'Tea A Break Tea House', '3250 Midland Avenue', ' Unit G107', 'NR2-lpZ91nDvP5pfavhtIQ', 'Chinese; Food; Restaurants; Tea Rooms']
['www.The Living Room.com', '19', '3.5', '351', '14.5', 'The Living Room', '2475 W Queen Creek Rd', ' Ste 1', 'A6nY4SCrMuLPtlbq-EKnfA', 'Restaurants; Bars; American (New); Wine Bars; Nightlife']
